id,name,price,product_categories,search_terms,features,short_description,detailed_description,is_available,view_count,added_date,buy_count,discount,rating,stock_count,image_url,specs
196ef980-338c-4577-98fe-ee3ed3fe0f2e,Fitbit Versa 8,507.84,['Wearables'],"['Fitbit Versa 8', 'Wearables', '78h', 'Proprietary']","['Thunderbolt 4', 'Low-latency mode', 'USB-C charging']",Fitbit Versa 8 —,"Fitbit Versa 8 is a wearables designed for travelers. It features Thunderbolt 4, Low-latency mode, USB-C charging and ample storage. With a rating of 3.5/5, it balances performance and value.",False,44328,2023-11-26,530,23.0,3.5,0,https://via.placeholder.com/600x400?text=Fitbit+Versa+8,"{'OS': 'Proprietary', 'Battery': '78h'}"
dc3f0583-dffd-4913-9ec0-1b240ad72d7c,Garmin Fenix 3,88.08,['Wearables'],"['54h', 'Wearables', 'WearOS', 'Garmin Fenix 3']","['HDR10', 'Bluetooth 5.2', 'IP68 water resistance', 'Wi-Fi 6', 'OLED display']",Garmin Fenix 3 —,"Garmin Fenix 3 is a wearables designed for professionals. It features HDR10, Bluetooth 5.2, IP68 water resistance and ample storage. With a rating of 4.1/5, it balances performance and value.",True,32347,2024-12-06,325,5.0,4.1,62,https://via.placeholder.com/600x400?text=Garmin+Fenix+3,"{'OS': 'WearOS', 'Battery': '54h'}"
6a2bcef8-aec3-45d1-a0f4-5f0603d231d6,Sony PlayStation 5 Digital Edition,525.51,['Consoles'],"['Console', 'Consoles', 'Home', 'Sony PlayStation 5 Digital Edition']","['OLED display', 'Adaptive sync', 'High refresh rate', 'Bluetooth 5.2', 'Optical zoom', 'IP68 water resistance']",Sony PlayStation 5 Digital Edition —,"Sony PlayStation 5 Digital Edition is a consoles designed for everyday users. It features OLED display, Adaptive sync, High refresh rate and ample storage. With a rating of 3.5/5, it balances performance and value.",True,62519,2025-05-23,545,0.0,3.5,33,https://via.placeholder.com/600x400?text=Sony+PlayStation+5+Digital+Edition,"{'Type': 'Home Console', 'Max Resolution': '4K'}"
36fa9e71-55a2-479e-aeb1-d1267718d8ab,JBL Flip 8,145.38,['Audio'],"['Yes', 'Over-ear', 'Audio', 'JBL Flip 8']","['OLED display', 'IP68 water resistance', 'Bluetooth 5.2', 'Low-latency mode']",JBL Flip 8 —,"JBL Flip 8 is a audio designed for professionals. It features OLED display, IP68 water resistance, Bluetooth 5.2 and ample storage. With a rating of 3.7/5, it balances performance and value.",True,28403,2021-10-20,255,0.0,3.7,44,https://via.placeholder.com/600x400?text=JBL+Flip+8,"{'Type': 'Over-ear', 'NoiseCancelling': 'Yes'}"
d58d00a1-4ac3-403d-a664-167bb98f7cc5,MSI MEG Motherboard,411.33,['PC Parts'],"['SSD', 'MSI MEG Motherboard', 'PC Parts']","['Backlit keyboard', 'OLED display', 'Noise cancelling', 'IP68 water resistance', 'Bluetooth 5.2', 'Wi-Fi 6']",MSI MEG Motherboard —,"MSI MEG Motherboard is a pc parts designed for content creators. It features Backlit keyboard, OLED display, Noise cancelling and ample storage. With a rating of 4.1/5, it balances performance and value.",True,42775,2023-02-08,458,27.0,4.1,63,https://via.placeholder.com/600x400?text=MSI+MEG+Motherboard,{'Type': 'SSD'}
ea2eb27b-b081-4de7-b60e-61b43c02210b,Fitbit Versa 9,359.13,['Wearables'],"['Fitbit Versa 9', 'Wearables', '67h', 'Proprietary']","['OLED display', 'USB-C charging', 'Optical zoom', 'Wi-Fi 6', 'Noise cancelling', 'Bluetooth 5.2']",Fitbit Versa 9 —,"Fitbit Versa 9 is a wearables designed for everyday users. It features OLED display, USB-C charging, Optical zoom and ample storage. With a rating of 3.3/5, it balances performance and value.",True,58070,2025-01-18,577,3.0,3.3,53,https://via.placeholder.com/600x400?text=Fitbit+Versa+9,"{'OS': 'Proprietary', 'Battery': '67h'}"
8789eda7-f72b-4db4-a28f-32bf69ba6114,Corsair Vengeance 8,2314.42,['PC Parts'],"['SSD', 'PC Parts', 'Corsair Vengeance 8']","['Backlit keyboard', '4K video', 'HDR10', 'Bluetooth 5.2']",Corsair Vengeance 8 —,"Corsair Vengeance 8 is a pc parts designed for travelers. It features Backlit keyboard, 4K video, HDR10 and ample storage. With a rating of 3.4/5, it balances performance and value.",True,16896,2020-11-29,224,0.0,3.4,197,https://via.placeholder.com/600x400?text=Corsair+Vengeance+8,{'Type': 'SSD'}
75c3ff19-5b54-456d-98b3-4d0bba4c7c55,Gigabyte AORUS GPU,283.0,['PC Parts'],"['Gigabyte AORUS GPU', 'PSU', '650W', 'PC Parts']","['Low-latency mode', '4K video', 'OLED display', 'High refresh rate', 'Wi-Fi 6', 'Noise cancelling', 'HDR10']",Gigabyte AORUS GPU —,"Gigabyte AORUS GPU is a pc parts designed for gamers. It features Low-latency mode, 4K video, OLED display and ample storage. With a rating of 3.5/5, it balances performance and value.",True,3578,2021-05-03,247,5.0,3.5,135,https://via.placeholder.com/600x400?text=Gigabyte+AORUS+GPU,"{'Type': 'PSU', 'Watt': '650W'}"
2102fed1-3074-4d0b-a77a-fef804ba886a,ASUS ROG Swift 17,1682.1,['Monitors'],"['2560x1440', 'Monitors', '240Hz', 'ASUS ROG Swift 17']","['Noise cancelling', 'Backlit keyboard', 'Optical zoom', 'High refresh rate', 'Wi-Fi 6', 'Thunderbolt 4', 'OLED display']",ASUS ROG Swift 17 —,"ASUS ROG Swift 17 is a monitors designed for professionals. It features Noise cancelling, Backlit keyboard, Optical zoom and ample storage. With a rating of 4.4/5, it balances performance and value.",False,56983,2024-12-06,523,20.0,4.4,0,https://via.placeholder.com/600x400?text=ASUS+ROG+Swift+17,"{'Size': '34', 'Resolution': '2560x1440', 'RefreshRate': '240Hz'}"
5b5ef742-526d-4ab8-94fc-00d280fbb9d7,JBL Charge 5,802.64,['Audio'],"['JBL Charge 5', 'In-ear', 'Audio']","['HDR10', 'Low-latency mode', 'Bluetooth 5.2', 'Backlit keyboard', 'IP68 water resistance']",JBL Charge 5 —,"JBL Charge 5 is a audio designed for content creators. It features HDR10, Low-latency mode, Bluetooth 5.2 and ample storage. With a rating of 4.4/5, it balances performance and value.",True,29926,2022-04-18,515,0.0,4.4,93,https://via.placeholder.com/600x400?text=JBL+Charge+5,"{'Type': 'In-ear', 'NoiseCancelling': 'No'}"
a2265458-de46-4d95-83b0-aa386e82f43e,JBL Charge 4,258.3,['Audio'],"['JBL Charge 4', 'Audio', 'Over-ear']","['Low-latency mode', 'Backlit keyboard', 'Thunderbolt 4', 'IP68 water resistance', 'Adaptive sync', 'Wi-Fi 6']",JBL Charge 4 —,"JBL Charge 4 is a audio designed for gamers. It features Low-latency mode, Backlit keyboard, Thunderbolt 4 and ample storage. With a rating of 3.7/5, it balances performance and value.",True,43201,2025-04-11,480,12.0,3.7,85,https://via.placeholder.com/600x400?text=JBL+Charge+4,"{'Type': 'Over-ear', 'NoiseCancelling': 'No'}"
c31c8ab2-c898-41c1-a7a2-aa9626840c84,Microsoft Xbox Series X,479.16,['Consoles'],"['Microsoft Xbox Series X', 'Consoles', 'Home', 'Console']","['Adaptive sync', 'Bluetooth 5.2', 'OLED display', '4K video', 'Backlit keyboard', 'Optical zoom']",Microsoft Xbox Series X —,"Microsoft Xbox Series X is a consoles designed for content creators. It features Adaptive sync, Bluetooth 5.2, OLED display and ample storage. With a rating of 3.6/5, it balances performance and value.",False,45330,2021-05-14,539,14.0,3.6,0,https://via.placeholder.com/600x400?text=Microsoft+Xbox+Series+X,"{'Type': 'Home Console', 'Max Resolution': '4K'}"
9f8582b6-aed6-46b7-aeb9-211357df7e84,Sony PlayStation 5,379.34,['Consoles'],"['Sony PlayStation 5', 'Consoles', 'Home', 'Console']","['OLED display', 'Backlit keyboard', 'Optical zoom', 'High refresh rate', 'IP68 water resistance']",Sony PlayStation 5 —,"Sony PlayStation 5 is a consoles designed for everyday users. It features OLED display, Backlit keyboard, Optical zoom and ample storage. With a rating of 4.5/5, it balances performance and value.",True,12991,2021-09-24,169,20.0,4.5,82,https://via.placeholder.com/600x400?text=Sony+PlayStation+5,"{'Type': 'Home Console', 'Max Resolution': '4K'}"
54ff8b5e-ddfe-4d13-b062-8f3c04292d76,Samsung Galaxy Watch 10,707.2,['Wearables'],"['18h', 'watchOS', 'Wearables', 'Samsung Galaxy Watch 10']","['Backlit keyboard', 'Noise cancelling', 'HDR10', 'Adaptive sync', 'Bluetooth 5.2']",Samsung Galaxy Watch 10 —,"Samsung Galaxy Watch 10 is a wearables designed for travelers. It features Backlit keyboard, Noise cancelling, HDR10 and ample storage. With a rating of 3.7/5, it balances performance and value.",True,16001,2023-07-08,176,0.0,3.7,93,https://via.placeholder.com/600x400?text=Samsung+Galaxy+Watch+10,"{'OS': 'watchOS', 'Battery': '18h'}"
5597033f-e370-42fd-96f8-195ab3f2e8fc,Samsung Odyssey 13,2100.27,['Monitors'],"['Monitors', '60Hz', 'Samsung Odyssey 13', '2560x1440']","['Noise cancelling', 'Low-latency mode', 'USB-C charging']",Samsung Odyssey 13 —,"Samsung Odyssey 13 is a monitors designed for content creators. It features Noise cancelling, Low-latency mode, USB-C charging and ample storage. With a rating of 3.4/5, it balances performance and value.",True,46426,2024-04-08,384,14.0,3.4,88,https://via.placeholder.com/600x400?text=Samsung+Odyssey+13,"{'Size': '32', 'Resolution': '2560x1440', 'RefreshRate': '60Hz'}"
f231e499-8711-44f4-b680-b683649b2545,Nikon Z3,482.18,['Cameras'],"['24-70mm', 'Full-frame', 'Nikon Z3', 'kit', 'Cameras']","['Noise cancelling', 'Fast charging', 'Optical zoom']",Nikon Z3 —,"Nikon Z3 is a cameras designed for gamers. It features Noise cancelling, Fast charging, Optical zoom and 61. With a rating of 3.5/5, it balances performance and value.",True,31617,2022-11-23,261,0.0,3.5,99,https://via.placeholder.com/600x400?text=Nikon+Z3,"{'Sensor': 'Full-frame', 'MP': 61, 'Lens': '24-70mm kit'}"
05a3061a-41a4-467d-b913-d1cc2490edc7,Bose QuietComfort 5,170.15,['Audio'],"['Yes', 'Bose QuietComfort 5', 'Audio', 'Over-ear']","['Low-latency mode', 'USB-C charging', 'Thunderbolt 4', '4K video', 'OLED display', 'IP68 water resistance']",Bose QuietComfort 5 —,"Bose QuietComfort 5 is a audio designed for content creators. It features Low-latency mode, USB-C charging, Thunderbolt 4 and ample storage. With a rating of 4.7/5, it balances performance and value.",True,17744,2025-08-28,279,4.0,4.7,84,https://via.placeholder.com/600x400?text=Bose+QuietComfort+5,"{'Type': 'Over-ear', 'NoiseCancelling': 'Yes'}"
40ef91a8-31f3-49fa-a4c6-f561838df515,Dell XPS 16,2682.7,['Laptops'],"['Laptops', '1650', 'Dell XPS 16', '16""', 'GTX', '64GB', '1024GB']","['High refresh rate', 'Fast charging', 'Low-latency mode']",Dell XPS 16 — M3 64GB 1024GB,"Dell XPS 16 is a laptops designed for everyday users. It features High refresh rate, Fast charging, Low-latency mode and 1024GB. With a rating of 4.2/5, it balances performance and value.",True,16116,2023-11-26,191,29.0,4.2,185,https://via.placeholder.com/600x400?text=Dell+XPS+16,"{'CPU': 'M3', 'RAM': '64GB', 'Storage': '1024GB', 'GPU': 'GTX 1650', 'Screen': '16""'}"
af345e88-8e16-44bd-90ad-77681ac340a4,Asus ROG Strix 8,3176.99,['Laptops'],"['Laptops', '256GB', '16""', 'Integrated', 'Asus ROG Strix 8', '8GB']","['OLED display', 'Bluetooth 5.2', 'IP68 water resistance', 'Fast charging', 'Optical zoom', 'USB-C charging']",Asus ROG Strix 8 — i9 8GB 256GB,"Asus ROG Strix 8 is a laptops designed for content creators. It features OLED display, Bluetooth 5.2, IP68 water resistance and 256GB. With a rating of 3.3/5, it balances performance and value.",True,21195,2021-12-23,196,0.0,3.3,150,https://via.placeholder.com/600x400?text=Asus+ROG+Strix+8,"{'CPU': 'i9', 'RAM': '8GB', 'Storage': '256GB', 'GPU': 'Integrated', 'Screen': '16""'}"
d6bf6df4-0fc3-41e7-a551-7b3abeb69d2c,Corsair Scimitar 3,333.6,['Peripherals'],"['Corsair Scimitar 3', 'Wireless', 'Keyboard', 'Peripherals']","['Adaptive sync', 'Fast charging', 'OLED display']",Corsair Scimitar 3 —,"Corsair Scimitar 3 is a peripherals designed for professionals. It features Adaptive sync, Fast charging, OLED display and ample storage. With a rating of 3.4/5, it balances performance and value.",True,12839,2022-08-28,366,0.0,3.4,209,https://via.placeholder.com/600x400?text=Corsair+Scimitar+3,"{'Type': 'Keyboard', 'Connection': 'Wireless'}"
6bb797b1-321d-4652-9b75-2837ef79fb75,Asus ROG Strix 2,4684.58,['Laptops'],"['Laptops', '256GB', '4090', 'RTX', '32GB', '14""', 'Asus ROG Strix 2']","['IP68 water resistance', 'High refresh rate', 'HDR10', 'Low-latency mode']",Asus ROG Strix 2 — i5 32GB 256GB,"Asus ROG Strix 2 is a laptops designed for professionals. It features IP68 water resistance, High refresh rate, HDR10 and 256GB. With a rating of 4.1/5, it balances performance and value.",False,5922,2024-09-30,85,0.0,4.1,0,https://via.placeholder.com/600x400?text=Asus+ROG+Strix+2,"{'CPU': 'i5', 'RAM': '32GB', 'Storage': '256GB', 'GPU': 'RTX 4090', 'Screen': '14""'}"
d4d1d469-9bd4-4816-81f9-0690af4cde85,MSI GF65 4,1884.9,['Laptops'],"['Laptops', '16""', 'RTX', '3050', '64GB', 'Ryzen', '1024GB', 'MSI GF65 4']","['Wi-Fi 6', 'Low-latency mode', 'Noise cancelling', 'Thunderbolt 4', 'Optical zoom']",MSI GF65 4 — Ryzen 5 64GB 1024GB,"MSI GF65 4 is a laptops designed for travelers. It features Wi-Fi 6, Low-latency mode, Noise cancelling and 1024GB. With a rating of 4.9/5, it balances performance and value.",False,4945,2024-07-30,73,25.0,4.9,0,https://via.placeholder.com/600x400?text=MSI+GF65+4,"{'CPU': 'Ryzen 5', 'RAM': '64GB', 'Storage': '1024GB', 'GPU': 'RTX 3050', 'Screen': '16""'}"
45978f06-5a96-4c71-b13e-874813269d2a,Samsung Galaxy A3,148.19,['Smartphones'],"['Samsung Galaxy A3', 'Smartphones', 'Gen', 'Snapdragon', '128GB', '8GB', '6.1""']","['High refresh rate', 'HDR10', 'Wi-Fi 6', 'Optical zoom']",Samsung Galaxy A3 — Snapdragon 8 Gen 3 8GB 128GB,"Samsung Galaxy A3 is a smartphones designed for everyday users. It features High refresh rate, HDR10, Wi-Fi 6 and 128GB. With a rating of 3.8/5, it balances performance and value.",False,3997,2025-08-03,268,5.0,3.8,0,https://via.placeholder.com/600x400?text=Samsung+Galaxy+A3,"{'SoC': 'Snapdragon 8 Gen 3', 'RAM': '8GB', 'Storage': '128GB', 'Display': '6.1""'}"
47a8b295-699f-4a86-9882-72bc0a1d4429,Intel Core i11 k,1535.18,['PC Parts'],"['Intel Core i11 k', 'SSD', 'PC Parts']","['Low-latency mode', 'USB-C charging', 'Adaptive sync']",Intel Core i11 k —,"Intel Core i11 k is a pc parts designed for travelers. It features Low-latency mode, USB-C charging, Adaptive sync and ample storage. With a rating of 4.6/5, it balances performance and value.",False,9569,2023-10-10,583,0.0,4.6,0,https://via.placeholder.com/600x400?text=Intel+Core+i11+k,{'Type': 'SSD'}
32e4f45f-a867-478b-b574-054e7ea76293,Microsoft Xbox Series S,485.58,['Consoles'],"['Consoles', 'Microsoft Xbox Series S', 'Home', 'Console']","['Noise cancelling', 'Optical zoom', 'USB-C charging', 'Thunderbolt 4', 'Fast charging', '4K video']",Microsoft Xbox Series S —,"Microsoft Xbox Series S is a consoles designed for travelers. It features Noise cancelling, Optical zoom, USB-C charging and ample storage. With a rating of 4.1/5, it balances performance and value.",True,17150,2025-03-19,155,16.0,4.1,88,https://via.placeholder.com/600x400?text=Microsoft+Xbox+Series+S,"{'Type': 'Home Console', 'Max Resolution': '4K'}"
08817e13-5b72-42a7-8ff7-8e4edd9d2826,Samsung Odyssey 14,1091.39,['Monitors'],"['120Hz', 'Monitors', '3840x2160', 'Samsung Odyssey 14']","['Fast charging', 'HDR10', 'High refresh rate', 'Adaptive sync']",Samsung Odyssey 14 —,"Samsung Odyssey 14 is a monitors designed for content creators. It features Fast charging, HDR10, High refresh rate and ample storage. With a rating of 4.1/5, it balances performance and value.",False,32483,2023-08-27,489,17.0,4.1,0,https://via.placeholder.com/600x400?text=Samsung+Odyssey+14,"{'Size': '34', 'Resolution': '3840x2160', 'RefreshRate': '120Hz'}"
5ccb6c2a-6482-4bf2-8d97-924aa5e76312,LG UltraFine 15,1619.22,['Monitors'],"['Monitors', 'LG UltraFine 15', '240Hz', '1920x1080']","['4K video', 'Backlit keyboard', 'Noise cancelling', 'Wi-Fi 6']",LG UltraFine 15 —,"LG UltraFine 15 is a monitors designed for content creators. It features 4K video, Backlit keyboard, Noise cancelling and ample storage. With a rating of 4.0/5, it balances performance and value.",False,15068,2022-09-23,422,5.0,4.0,0,https://via.placeholder.com/600x400?text=LG+UltraFine+15,"{'Size': '27', 'Resolution': '1920x1080', 'RefreshRate': '240Hz'}"
b0472035-4659-49ed-9257-94b53b85cf5c,Google Pixel 8,513.17,['Smartphones'],"['6.4""', '256GB', 'Smartphones', 'Gen', 'Snapdragon', 'Google Pixel 8', '12GB']","['Fast charging', 'Noise cancelling', 'HDR10', 'USB-C charging', '4K video', 'Wi-Fi 6', 'Low-latency mode']",Google Pixel 8 — Snapdragon 8 Gen 1 12GB 256GB,"Google Pixel 8 is a smartphones designed for everyday users. It features Fast charging, Noise cancelling, HDR10 and 256GB. With a rating of 3.7/5, it balances performance and value.",True,2745,2023-05-31,39,20.0,3.7,66,https://via.placeholder.com/600x400?text=Google+Pixel+8,"{'SoC': 'Snapdragon 8 Gen 1', 'RAM': '12GB', 'Storage': '256GB', 'Display': '6.4""'}"
744fa8e3-4126-4ab5-b1b3-7df3e8f258ac,Audio-Technica ATH-M6,595.79,['Audio'],"['Over-ear', 'Audio', 'Audio-Technica ATH-M6']","['Adaptive sync', 'Bluetooth 5.2', 'OLED display']",Audio-Technica ATH-M6 —,"Audio-Technica ATH-M6 is a audio designed for everyday users. It features Adaptive sync, Bluetooth 5.2, OLED display and ample storage. With a rating of 4.2/5, it balances performance and value.",False,9777,2021-07-05,408,0.0,4.2,0,https://via.placeholder.com/600x400?text=Audio-Technica+ATH-M6,"{'Type': 'Over-ear', 'NoiseCancelling': 'No'}"
e3e46e39-f81b-4dea-a382-e96cfdab433d,OnePlus OnePlus 12T,210.37,['Smartphones'],"['6.4""', '256GB', 'OnePlus OnePlus 12T', 'Smartphones', '12GB', 'Apple', 'A16']","['USB-C charging', 'Backlit keyboard', 'IP68 water resistance', 'High refresh rate', 'Noise cancelling', 'Fast charging']",OnePlus OnePlus 12T — Apple A16 12GB 256GB,"OnePlus OnePlus 12T is a smartphones designed for professionals. It features USB-C charging, Backlit keyboard, IP68 water resistance and 256GB. With a rating of 3.7/5, it balances performance and value.",True,737,2024-04-29,21,0.0,3.7,6,https://via.placeholder.com/600x400?text=OnePlus+OnePlus+12T,"{'SoC': 'Apple A16', 'RAM': '12GB', 'Storage': '256GB', 'Display': '6.4""'}"
d61fe35d-a574-42ed-ac5b-3083368b3859,Asus TUF Gaming 4,623.7,['Laptops'],"['Laptops', '1650', '256GB', 'GTX', 'Asus TUF Gaming 4', '16GB', '14""']","['Low-latency mode', 'High refresh rate', 'Thunderbolt 4', 'IP68 water resistance', 'Optical zoom']",Asus TUF Gaming 4 — M3 16GB 256GB,"Asus TUF Gaming 4 is a laptops designed for gamers. It features Low-latency mode, High refresh rate, Thunderbolt 4 and 256GB. With a rating of 3.7/5, it balances performance and value.",False,4486,2025-08-14,312,0.0,3.7,0,https://via.placeholder.com/600x400?text=Asus+TUF+Gaming+4,"{'CPU': 'M3', 'RAM': '16GB', 'Storage': '256GB', 'GPU': 'GTX 1650', 'Screen': '14""'}"
f280a8ae-feff-4381-89c0-c65e390a44db,Panasonic Lumix S9,3674.12,['Cameras'],"['Four', 'Micro', 'Thirds', 'Panasonic Lumix S9', '18-55mm', 'kit', 'Cameras']","['4K video', 'Fast charging', 'Noise cancelling', 'USB-C charging', 'High refresh rate']",Panasonic Lumix S9 —,"Panasonic Lumix S9 is a cameras designed for professionals. It features 4K video, Fast charging, Noise cancelling and 45. With a rating of 4.1/5, it balances performance and value.",True,11771,2024-01-25,663,21.0,4.1,8,https://via.placeholder.com/600x400?text=Panasonic+Lumix+S9,"{'Sensor': 'Micro Four Thirds', 'MP': 45, 'Lens': '18-55mm kit'}"
877b6cc8-2b81-4915-8464-64d709c4b371,SteelSeries Rival 4,367.11,['Peripherals'],"['Mouse', 'SteelSeries Rival 4', 'Bluetooth', 'Peripherals']","['Low-latency mode', 'Fast charging', '4K video']",SteelSeries Rival 4 —,"SteelSeries Rival 4 is a peripherals designed for gamers. It features Low-latency mode, Fast charging, 4K video and ample storage. With a rating of 4.7/5, it balances performance and value.",True,9474,2021-10-15,274,0.0,4.7,38,https://via.placeholder.com/600x400?text=SteelSeries+Rival+4,"{'Type': 'Mouse', 'Connection': 'Bluetooth'}"
